state_name,city,medianHouseholdIncome
Idaho,Hidden Springs CDP,115690
Maryland,Hampton CDP,115673
Maryland,Crofton CDP,115593
Kentucky,Spring Valley city,115577
New Jersey,Long Valley CDP,115547
Maryland,Glenn Dale CDP,115525
New York,Nesconset CDP,115459
Minnesota,Chanhassen city,115449
New York,Stewart Manor village,115313
Nevada,Blue Diamond CDP,115250
California,Corralitos CDP,115244
Virginia,Falls Church city,115244
Illinois,Northbrook village,115243
Florida,Pelican Bay CDP,115096
New York,Miller Place CDP,115071
Florida,Palm Beach town,115050
Colorado,Lone Tree city,115049
Ohio,Turpin Hills CDP,114973
Maryland,Myersville town,114952
Maryland,St. Leonard CDP,114917
Virginia,Rose Hill CDP (Fairfax County),114872
Pennsylvania,Fort Washington CDP,114853
Texas,Coppell city,114839
Maryland,Linganore CDP,114697
Maryland,Highland Beach town,114688
Wyoming,Red Butte CDP,114659
New Jersey,Belford CDP,114563
New Jersey,Alpine borough,114545
Kansas,Eastborough city,114500
New Jersey,Ringwood borough,114458
California,Rossmoor CDP,114457
Maryland,Friendly CDP,114375
North Dakota,North River city,114375
California,Agoura Hills city,114313
Colorado,Superior town,114310
Massachusetts,Belmont CDP,114141
Hawaii,East Honolulu CDP,114122
Texas,Helotes city,114063
New York,Sea Cliff village,114048
Virginia,Burke Centre CDP,114023
New Jersey,Millstone borough,114000
Pennsylvania,Chesterbrook CDP,113966
New Jersey,Greentree CDP,113929
Texas,Bear Creek village,113929
Maryland,Pondsville CDP,113875
Ohio,Evendale village,113875
Wisconsin,Fox Point village,113854
New York,Spackenkill CDP,113821
Massachusetts,Lunenburg CDP,113816
Kentucky,Glenview Manor city,113750
Arizona,Fort Valley CDP,113730
Texas,Shady Hollow CDP,113661
Texas,Lakeway city,113591
Minnesota,Elko New Market city,113583
Washington,Methow CDP,113571
Maryland,Spencerville CDP,113542
New York|Jefferson Valley,Jefferson Valley-Yorktown CDP,113425
Washington,Bothell East CDP,113393
New York,North Bellmore CDP,113345
Michigan,Bingham Farms village,113333
New Jersey,Sea Girt borough,113333
New York,Baxter Estates village,113281
Illinois,Frankfort village,113250
Alabama,Mooresville town,113125
New Jersey,Brainards CDP,113125
Maryland,Croom CDP,113021
Kentucky,Druid Hills city,113000
Maryland,West Laurel CDP,112969
West Virginia,Corinne CDP,112926
New Jersey,Oakland borough,112917
Virginia,Laurel Hill CDP,112917
Virginia,Countryside CDP,112905
Texas,Rancho Banquete CDP,112853
Texas,Talty town,112841
Massachusetts,North Scituate CDP,112813
Texas,Argyle city,112797
Virginia,Round Hill town,112750
Ohio,Choctaw Lake CDP,112731
New York,Blue Point CDP,112694
Connecticut,Trumbull CDP,112674
California,Ridgemark CDP,112663
New Jersey,Metuchen borough,112561
Missouri,Foster village,112558
Michigan,Birmingham city,112545
Colorado,Black Forest CDP,112544
Alaska,Elfin Cove CDP,112500
New York,Baldwin Harbor CDP,112500
New York,Wesley Hills village,112364
New Jersey,Green Knoll CDP,112353
Virginia,West Springfield CDP,112250
Pennsylvania,Newtown borough,112143
New York,Sparkill CDP,112092
New Jersey,Ramtown CDP,112050
New Jersey,Norwood borough,112031
New York,Wading River CDP,111986
Massachusetts,Scituate CDP,111985
Illinois,Clarendon Hills village,111981
New York,West Islip CDP,111970
Washington,Newcastle city,111955
Maryland,Dunkirk CDP,111917
Maryland,Antietam CDP,111905
Colorado,Eagle town,111808
Hawaii,Ocean Pointe CDP,111729
Kentucky,Broeck Pointe city,111719
Missouri,Oakland city,111667
New York,South Hempstead CDP,111641
Washington,Monroe North CDP,111635
California,Fremont city,111613
Texas|McLendon,McLendon-Chisholm city,111607
New York,Mount Sinai CDP,111602
Pennsylvania,Maple Glen CDP,111531
New Jersey,Montvale borough,111436
Maryland,Colesville CDP,111368
Virginia,Reston CDP,111353
Colorado,Highlands Ranch CDP,111332
Pennsylvania,Penn Wynne CDP,111319
Iowa,Bentley CDP,111316
Virginia,Short Pump CDP,111296
Georgia,Vernonburg town,111250
Indiana,River Forest town,111250
New Jersey,Loch Arbour village,111250
New Jersey,River Edge borough,111250
Wisconsin,Oconomowoc Lake village,111250
Texas,Pecan Acres CDP,111208
New York,North New Hyde Park CDP,111176
Illinois,Third Lake village,111136
Massachusetts,Norton Center CDP,111131
California,Calabasas city,111111
New York,Plainedge CDP,111038
Illinois,Spring Grove village,111000
Texas,Alamo Heights city,110980
Kentucky,Prospect city,110967
Colorado,Stonegate CDP,110893
South Carolina,Five Forks CDP,110885
Colorado,Erie town,110877
New York,Thiells CDP,110862
Ohio,Granville South CDP,110833
Illinois,Lake Zurich village,110786
California,Waterloo CDP,110774
Wyoming,Brookhurst CDP,110694
Maryland,Eldersburg CDP,110691
Illinois,Naperville city,110676
New York,South Farmingdale CDP,110655
Tennessee,Collierville town,110591
New York,Elwood CDP,110587
New York,Shenorock CDP,110583
Florida,Keystone CDP,110571
New York,Leeds CDP,110469
New Jersey,Strathmore CDP,110464
Texas,Timberwood Park CDP,110440
Pennsylvania,Upper St. Clair CDP,110417
New York,Tappan CDP,110409
California,La Habra Heights city,110329
California,Jamul CDP,110290
Hawaii,Heeia CDP,110250
North Dakota,Fortuna city,110227
New York,Babylon village,110191
New York,West Bay Shore CDP,110179
New York,New Hempstead village,110156
Washington,Silver Firs CDP,110140
Virginia,Merrifield CDP,110121
New Jersey,Waldwick borough,110089
Tennessee,Nolensville town,110087
Maryland,Monrovia CDP,110054
New York,Seaford CDP,109971
Massachusetts,Hingham CDP,109970
Maryland,Arnold CDP,109932
New York,Duane Lake CDP,109922
North Carolina,Davidson town,109907
California,Sunnyvale city,109799
Georgia,Milton city,109784
Montana,Gallatin River Ranch CDP,109750
Ohio,Riverlea village,109688
New Jersey,Emerson borough,109613
Texas,The Woodlands CDP,109605
North Dakota,Prairie Rose city,109583
New Jersey,Lawrenceville CDP,109574
California,Stinson Beach CDP,109559
North Carolina,Oak Ridge town,109509
New Mexico,White Rock CDP,109412
New York,Eastchester CDP,109390
California,Ballard CDP,109375
Connecticut,Crystal Lake CDP,109375
New York,Manhasset CDP,109375
North Dakota,Luverne city,109375
New Jersey,Brookdale CDP,109315
Pennsylvania,Skippack CDP,109306
California,Mountain View city,109249
Delaware,Pike Creek CDP,109239
Massachusetts,Essex CDP,109185
Connecticut,Pemberwick CDP,109180
Tennessee,Farragut town,109171
New Jersey,Annandale CDP,109167
New Jersey,Beckett CDP,109115
Virginia,Ravensworth CDP,109107
Hawaii,Kailua CDP (Honolulu County),109087
Virginia,Belmont Estates CDP,109063
Minnesota,Rogers city,109023
New York,Salisbury Mills CDP,109018
New York,Roslyn Heights CDP,108984
Utah,Wolf Creek CDP,108971
Minnesota,Grant city,108940
Illinois,Prairie Grove village,108929
Florida,Fish Hawk CDP,108917
Massachusetts,Reading CDP,108894
Iowa,Long Grove city,108889
Pennsylvania,Sandy Ridge CDP,108864
Massachusetts,Franklin Town city,108815
New Jersey,Hopewell borough,108750
Pennsylvania,Eagles Mere borough,108750
South Carolina,Briarcliffe Acres town,108750
Utah,Independence town,108750
New York,Bardonia CDP,108717
Virginia,Arlington CDP,108706
California,San Martin CDP,108611
Kentucky,Buckner CDP,108611
Illinois,Lily Lake village,108594
Connecticut,Glenville CDP,108587
Maryland,Mount Airy town,108578
California,Del Mar city,108556
Maryland,New Market town,108542
Hawaii,Aiea CDP,108517
Texas,Savannah CDP,108516
Texas,Sugar Land city,108504
Colorado,Holly Hills CDP,108500
Virginia,Pimmit Hills CDP,108500
Ohio,Montgomery city,108469
California,Gold River CDP,108448
New York,Lakeview CDP,108438
Alaska,Ridgeway CDP,108409
Maryland,Layhill CDP,108367
New York,New Hyde Park village,108313
Ohio,Five Points CDP,108304
Maryland,Kemp Mill CDP,108293
California,East Oakdale CDP,108292
Pennsylvania,Milford Square CDP,108274
New York,Beaver Dam Lake CDP,108245
Kentucky,Francisville CDP,108214
Michigan,Beverly Hills village,108214
Washington,Bell Hill CDP,108162
Texas,Leona city,108150
Minnesota,Oronoco city,108125
North Dakota,Colfax city,108125
New Jersey,Clinton town,108068
Washington,High Bridge CDP,108000
Massachusetts,Longmeadow CDP,107976
California,San Anselmo town,107818
Alaska,Cordova city,107771
Colorado,Tabernash CDP,107763
New Jersey,Belle Mead CDP,107750
Texas,Krugerville city,107723
California,Hasley Canyon CDP,107708
Michigan,Pleasant Ridge city,107656
New Jersey,Bay Head borough,107656
New York,Malverne Park Oaks CDP,107607
Colorado,Niwot CDP,107569
California,Morada CDP,107500
New York,Albertson CDP,107450
Virginia,Fair Lakes CDP,107411
Tennessee,Germantown city,107376
New York,Harrison village,107344
Washington,Redmond city,107341
New York,North Massapequa CDP,107328
Ohio,South Russell village,107250
New York,Bethpage CDP,107240
New Jersey,Yorketown CDP,107232
California,Castaic CDP,107200
Texas,Mountain City city,107188
Georgia,Johns Creek city,107176
Hawaii,Mililani Mauka CDP,107163
New York,Old Bethpage CDP,107159
Florida,Sewall's Point town,107083
Wyoming,Sleepy Hollow CDP,107043
New York,Country Knolls CDP,107024
North Dakota,Horace city,107000
Texas,Pecan Grove CDP,106919
Oregon,Rivergrove city,106875
Colorado,Foxfield town,106806
New Jersey,Medford Lakes borough,106741
Indiana,Wynnedale town,106667
New Jersey,Oceanport borough,106648
New York,Rhinecliff CDP,106563
Wisconsin,Lebanon CDP,106563
Indiana,Carmel city,106546
Minnesota,Greenfield city,106523
New Jersey,Milltown borough,106500
Arizona,Rincon Valley CDP,106494
Connecticut,Orange CDP,106475
Washington,Three Lakes CDP,106429
California,Discovery Bay CDP,106367
Washington,Woodinville city,106341
Washington,Chico CDP,106274
Virginia,Heathsville CDP,106250
Virginia,North Springfield CDP,106250
Washington,Snoqualmie Pass CDP,106250
California,El Sobrante CDP (Riverside County),106219
New York,Congers CDP,106218
California,Rancho Santa Fe CDP,106215
California,Half Moon Bay city,106211
Virginia,Centreville CDP,106205
Oregon,Happy Valley city,106197
Colorado,Roxborough Park CDP,106188
Florida,Lake Butler CDP,106168
South Dakota,Pine Lakes Addition CDP,106146
New Jersey,Heathcote CDP,106144
Utah,Fruit Heights city,106128
New York,Glen Head CDP,106125
New York,Walton Park CDP,106111
Maryland,Bowie city,106098
New York,West Point CDP,106094
California,Cambrian Park CDP,106037
Pennsylvania,Newtown Grant CDP,106000
New York,Pleasantville village,105943
Texas,San Leanna village,105938
Minnesota,Lino Lakes city,105934
Washington,Brier city,105901
Washington,Lake Tapps CDP,105836
New York,Valhalla CDP,105833
Pennsylvania,Collegeville borough,105761
New York,Salisbury CDP,105742
New York,Levittown CDP,105733
Pennsylvania,Montgomeryville CDP,105707
Illinois,Johnsburg village,105700
Kentucky,Green Spring city,105625
Louisiana,Spokane CDP,105625
New Jersey,Rocky Hill borough,105625
Utah,Park City city,105604
Washington,Kayak Point CDP,105592
Virginia,Bobtown CDP,105547
New York,Hauppauge CDP,105526
New York,North Wantagh CDP,105522
New York,Garden City South CDP,105492
Illinois,La Grange village,105417
Vermont,Dorset CDP,105417
New Jersey,Monmouth Beach borough,105391
Oregon,Cedar Mill CDP,105347
Florida,Palmetto Bay village,105316
Kentucky,Hurstbourne city,105304
Georgia,Lookout Mountain city,105296
Virginia,Lovettsville town,105284
New York,Malverne village,105213
California,Del Monte Forest CDP,105208
New York,Centerport CDP,105179
Pennsylvania,Southview CDP,105167
Wisconsin,Whitefish Bay village,105156
Pennsylvania,Stormstown CDP,105134
Virginia,Bull Run Mountain Estates CDP,105119
Utah,Draper city,105118
Virginia,Lake Holiday CDP,105117
Maryland,Long Beach CDP,105104
Pennsylvania,McMurray CDP,105066
Connecticut,Groton Long Point borough,105000
Delaware,Townsend town,105000
New Jersey,Far Hills borough,105000
Ohio,Four Bridges CDP,105000
Virginia,McNair CDP,104967
California,Eastvale city,104940
California,Mission Viejo city,104886
New York,Bellerose Terrace CDP,104866
California,Agua Dulce CDP,104861
California,Pasatiempo CDP,104842
Maryland,Burtonsville CDP,104828
Connecticut,Simsbury Center CDP,104826
Illinois,Twin Grove CDP,104792
Illinois,Sugar Grove village,104754
New Jersey,Hamilton Square CDP,104753
New York,Williston Park village,104750
California,McSwain CDP,104722
Wisconsin,Mequon city,104691
Kentucky,Seneca Gardens city,104688
Maryland,Pleasant Hills CDP,104674
New York,Manorville CDP,104667
Georgia,Skidaway Island CDP,104643
Pennsylvania,Flourtown CDP,104625
Virginia,Fair Oaks CDP,104592
California,Rancho Santa Margarita city,104556
Virginia,Nokesville CDP,104550
New York,Garden City Park CDP,104472
New Jersey,Navesink CDP,104457
Texas,Hudson Oaks city,104435
Connecticut,Terramuggus CDP,104432
Hawaii,Ko Olina CDP,104375
Maryland,Naval Academy CDP,104375
New York,University Gardens CDP,104375
Illinois,Lake Camelot CDP,104358
Pennsylvania,Seven Fields borough,104271
Massachusetts,Hopkinton CDP,104231
New York,Tarrytown village,104231
California,Livermore city,104223
Virginia,Herndon town,104204
Hawaii,Launiupoko CDP,104167
Nevada,East Valley CDP,104157
California,Scotts Valley city,104150
Maryland,Fort Washington CDP,104114
Virginia,Fairfax city,104065
North Dakota,Argusville city,104063
Maryland,Mechanicsville CDP,103977
New Jersey,Franklin Center CDP,103947
Hawaii,Royal Kunia CDP,103932
California,San Diego Country Estates CDP,103920
Maryland,North Bethesda CDP,103916
Texas,Brazos Bend city,103906
Colorado,Timnath town,103875
Texas,Shoreacres city,103816
California,Redondo Beach city,103782
Maryland,Westphalia CDP,103782
California,Elkhorn CDP,103750
Kentucky,Crossgate city,103750
Maryland,Crownsville CDP,103750
New York,Niskayuna CDP,103750
Pennsylvania,Bradford Woods borough,103750
South Dakota,Broadland town,103750
California,Campbell city,103704
New Jersey,Park Ridge borough,103700
Maryland,Sykesville town,103699
New Jersey,Vista Center CDP,103664
New York,Valley Cottage CDP,103651
New York,Floral Park village,103644
California,Milpitas city,103623
Illinois,River Forest village,103622
Ohio,Boston Heights village,103603
New York,Laurel CDP,103597
Virginia,Woodburn CDP,103567
New York,Islip Terrace CDP,103555
California,Pacifica city,103545
North Carolina,Wesley Chapel village,103438
Hawaii,Waikapu CDP,103426
Arizona,East Globe CDP,103409
Colorado,Mulford CDP,103393
North Carolina,St. James town,103382
Maryland,Chesapeake Beach town,103342
Maryland,Jefferson CDP,103333
Missouri,St. Paul city,103269
California,Aliso Viejo city,103261
Nebraska,Overland CDP,103250
Massachusetts,Swampscott CDP,103244
New York,Sayville CDP,103243
New Jersey|Moorestown,Moorestown-Lenola CDP,103222
Ohio,Bainbridge CDP,103208
New York,East Hampton village,103167
Massachusetts,Marblehead CDP,103148
Colorado,Gleneagle CDP,103068
Connecticut,Durham CDP,103049
California,Hercules city,103044
California,Rolling Hills CDP,103026
Texas,Brushy Creek CDP,103019
Tennessee,Ridgeside city,102969
Florida,Sanibel city,102956
Wisconsin,Okauchee Lake CDP,102946
Florida,South Beach CDP,102941
Maryland,Point of Rocks CDP,102935
Ohio,Marble Cliff village,102917
Washington,Bainbridge Island city,102906
Maryland,Columbia CDP,102899
California|Aptos Hills,Aptos Hills-Larkin Valley CDP,102885
Kansas,Fairway city,102821
Oregon,Bull Mountain CDP,102818
New Jersey,Robbinsville CDP,102807
New York,Rockville Centre village,102807
Ohio,Kings Mills CDP,102768
Delaware,Greenville CDP,102763
New Jersey,Wenonah borough,102750
New Jersey,Fair Lawn borough,102716
California,Folsom city,102692
New York,Eastport CDP,102682
Maryland,Beaver Creek CDP,102639
Florida,Bay Hill CDP,102589
Massachusetts,Wilbraham CDP,102553
Maryland,Clinton CDP,102534
New York,Oceanside CDP,102534
California,Santa Clara city,102533
Kentucky,Bellewood city,102500
Louisiana,Presquille CDP,102500
California,Burlingame city,102443
New York,Monroe village,102422
Illinois,Lincolnshire village,102364
New Jersey,Edgewater borough,102355
New York,Southampton village,102344
Maryland,Forest Glen CDP,102319
Massachusetts,Wilmington CDP,102301
Virginia,Belle Haven CDP,102298
Missouri,Fremont Hills city,102292
Washington,West Pasco CDP,102292
Illinois,New Lenox village,102273
Illinois,Ringwood village,102250
Hawaii,Makakilo CDP,102248
North Carolina,Westport CDP,102225
Texas,Allen city,102215
Maryland,Fallston CDP,102189
Maine,Cousins Island CDP,102188
New York,North Lynbrook CDP,102188
Washington,Venersborg CDP,102188
Massachusetts,Brookline CDP,102175
